ID,Name,Strength,Generic Name,Manufactured by,Unit Price
7484,Fimoxyclav,(1 gm+200 mg)/20 ml,Amoxicillin + Clavulanic Acid,Sanofi Bangladesh Ltd.,1.2 gm vial : ৳ 300.90
7485,Fimoxyclav,(500 mg+100 mg)/10 ml,Amoxicillin + Clavulanic Acid,Sanofi Bangladesh Ltd.,600 mg vial : ৳ 150.45
7486,Fimoxyclav,875 mg+125 mg,Amoxicillin + Clavulanic Acid,Sanofi Bangladesh Ltd.,Unit Price : ৳ 45.13
7487,Fimoxyclav,(125 mg+31.25 mg)/5 ml,Amoxicillin + Clavulanic Acid,Sanofi Bangladesh Ltd.,100 ml bottle : ৳ 245.74
7488,Fimoxyclav,500 mg+125 mg,Amoxicillin + Clavulanic Acid,Sanofi Bangladesh Ltd.,Unit Price : ৳ 32.10
7489,Fimoxyclav,250 mg+125 mg,Amoxicillin + Clavulanic Acid,Sanofi Bangladesh Ltd.,Unit Price : ৳ 25.08
7490,Fimoxyclav BID,(400 mg+57.50 mg)/5 ml,Amoxicillin + Clavulanic Acid,Sanofi Bangladesh Ltd.,50 ml bottle : ৳ 245.74
7491,Fimoxyl,125 mg/1.25 ml,Amoxicillin Trihydrate,Sanofi Bangladesh Ltd.,15 ml bottle : ৳ 30.29
7492,Fimoxyl,250 mg,Amoxicillin Trihydrate,Sanofi Bangladesh Ltd.,Unit Price : ৳ 3.62
7493,Fimoxyl,500 mg,Amoxicillin Trihydrate,Sanofi Bangladesh Ltd.,Unit Price : ৳ 6.78
7494,Fimoxyl,125 mg/5 ml,Amoxicillin Trihydrate,Sanofi Bangladesh Ltd.,100 ml bottle : ৳ 47.60
7495,Fimoxyl DS,250 mg/5 ml,Amoxicillin Trihydrate,Sanofi Bangladesh Ltd.,100 ml bottle : ৳ 68.46
7496,Finix,20 mg,Rabeprazole Sodium,Opsonin Pharma Ltd.,Unit Price : ৳ 7.00
7497,Finix,10 mg,Rabeprazole Sodium,Opsonin Pharma Ltd.,Unit Price : ৳ 3.50
7498,Finix,20 mg,Rabeprazole Sodium,Opsonin Pharma Ltd.,Unit Price : ৳ 7.00
7499,Fintop,1%,Butenafine Hydrochloride,Drug International Ltd.,10 gm tube : ৳ 40.15
7500,Fiprox,250 mg,Ciprofloxacin,Sanofi Bangladesh Ltd.,Unit Price : ৳ 8.53
7501,Fiprox,500 mg,Ciprofloxacin,Sanofi Bangladesh Ltd.,Unit Price : ৳ 14.09
7502,Fiprox,750 mg,Ciprofloxacin,Sanofi Bangladesh Ltd.,Unit Price : ৳ 18.07
7503,Firmac,250 mg,Erythromycin (Oral),Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 4.50
7504,Firmac,500 mg,Erythromycin (Oral),Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 8.60
7505,Firmac,125 mg/5 ml,Erythromycin (Oral),Incepta Pharmaceuticals Ltd.,100 ml bottle : ৳ 60.00
7506,Firmagon,120 mg/vial,Degarelix Acetate,Radiant Pharmaceuticals Ltd.,"120 mg vial : ৳ 44,200.00"
7507,Firmagon,80 mg/vial,Degarelix Acetate,Radiant Pharmaceuticals Ltd.,"80 mg vial : ৳ 18,803.00"
7508,Firmvit,,Multivitamin with L-Lysine,Opsonin Pharma Ltd.,Unit Price : ৳ 4.02
7509,Fit Plus,200 mg+200 mcg,Ferrous Fumarate + Folic acid,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 0.25
7510,Fivita,,Iron + Folic acid + Vitamin B complex + Vitamin C,Biopharma Laboratories Ltd.,Unit Price : ৳ 3.51
7511,Fix-A,200 mg,Cefixime Trihydrate,ACME Laboratories Ltd.,Unit Price : ৳ 35.00
7512,Fix-A,100 mg/5 ml,Cefixime Trihydrate,ACME Laboratories Ltd.,37.5 ml bottle : ৳ 130.88
7513,Fix-A,25 mg/ml,Cefixime Trihydrate,ACME Laboratories Ltd.,21 ml bottle : ৳ 100.30
7514,Fix-A DS,400 mg,Cefixime Trihydrate,ACME Laboratories Ltd.,Unit Price : ৳ 50.35
7515,Fix-A DS,200 mg/5 ml,Cefixime Trihydrate,ACME Laboratories Ltd.,50 ml bottle : ৳ 280.84
7516,Fixal,180 mg,Fexofenadine Hydrochloride,Opsonin Pharma Ltd.,Unit Price : ৳ 10.00
7517,Fixal,30 mg/5 ml,Fexofenadine Hydrochloride,Opsonin Pharma Ltd.,50 ml bottle : ৳ 48.33
7518,Fixal,30 mg,Fexofenadine Hydrochloride,Opsonin Pharma Ltd.,Unit Price : ৳ 3.51
7519,Fixal,120 mg,Fexofenadine Hydrochloride,Opsonin Pharma Ltd.,Unit Price : ৳ 8.00
7520,Fixal,60 mg,Fexofenadine Hydrochloride,Opsonin Pharma Ltd.,Unit Price : ৳ 5.02
7521,Fixal Plus,60 mg+120 mg,Fexofenadine + Pseudoephedrine,Opsonin Pharma Ltd.,Unit Price : ৳ 5.50
7522,Fixbac,25 mg/ml,Cefixime Trihydrate,Julphar Bangladesh Ltd.,21 ml bottle : ৳ 100.00
7523,Fixbac,400 mg,Cefixime Trihydrate,Julphar Bangladesh Ltd.,Unit Price : ৳ 50.00
7524,Fixbac,100 mg/5 ml,Cefixime Trihydrate,Julphar Bangladesh Ltd.,30 ml bottle : ৳ 140.00
7525,Fixbac,200 mg,Cefixime Trihydrate,Julphar Bangladesh Ltd.,Unit Price : ৳ 35.00
7526,Fixbac DS,200 mg/5 ml,Cefixime Trihydrate,Julphar Bangladesh Ltd.,50 ml bottle : ৳ 300.00
7527,Fixcef,125 mg/5 ml,Cefuroxime Axetil,Navana Pharmaceuticals Ltd.,70 ml bottle : ৳ 198.61
7528,Fixcef,250 mg,Cefuroxime Axetil,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 25.08
7529,Fixcef,750 mg/vial,Cefuroxime Axetil,Navana Pharmaceuticals Ltd.,750 mg vial : ৳ 125.37
7530,Fixcef,500 mg,Cefuroxime Axetil,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 45.13
7531,Fixcef Plus,500 mg+125 mg,Cefuroxime Axetil + Clavulanic Acid,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 50.00
7532,Fixcef Plus,250 mg+62.5 mg,Cefuroxime Axetil + Clavulanic Acid,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
7533,Fixen,30 mg/5 ml,Fexofenadine Hydrochloride,Sharif Pharmaceuticals Ltd.,50 ml bottle : ৳ 48.00
7534,Fixen,120 mg,Fexofenadine Hydrochloride,Sharif Pharmaceuticals Ltd.,Unit Price : ৳ 7.02
7535,Fixen,180 mg,Fexofenadine Hydrochloride,Sharif Pharmaceuticals Ltd.,Unit Price : ৳ 9.00
7536,Fixgut,5 mg/5 ml,Domperidone Maleate,Apex Pharmaceuticals Ltd.,60 ml bottle : ৳ 28.00
7537,Fixgut,10 mg,Domperidone Maleate,Apex Pharmaceuticals Ltd.,Unit Price : ৳ 1.00
7538,Fixim,200 mg,Cefixime Trihydrate,Reman Drug Laboratories Ltd.,Unit Price : ৳ 30.20
7539,Fixim,100 mg/5 ml,Cefixime Trihydrate,Reman Drug Laboratories Ltd.,50 ml bottle : ৳ 195.00
7540,Fixocard,5 mg+50 mg,Amlodipine Besilate + Atenolol,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
7541,Fixocard,5 mg+25 mg,Amlodipine Besilate + Atenolol,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 5.25
7542,Fixolin,200 mg,Doxophylline,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
7543,Fixolin,100 mg/5 ml,Doxophylline,Beximco Pharmaceuticals Ltd.,100 ml bottle : ৳ 100.00
7544,Fixolin,400 mg,Doxophylline,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
7545,Fixonac,100 mg,Aceclofenac,Euro Pharma Ltd.,Unit Price : ৳ 4.00
7546,Fixpro,400 mg,Cefixime Trihydrate,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 50.34
7547,Fixpro,100 mg/5 ml,Cefixime Trihydrate,NIPRO JMI Pharma Ltd.,50 ml bottle : ৳ 196.33
7548,Fixpro,200 mg,Cefixime Trihydrate,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 35.00
7549,Fixpro DS,200 mg/5 ml,Cefixime Trihydrate,NIPRO JMI Pharma Ltd.,50 ml bottle : ৳ 280.00
7550,Fixvel,400 mg+100 mg,Sofosbuvir + Velpatasvir,Beacon Pharmaceuticals Ltd.,"Unit Price : ৳ 1,000.00"
7551,FizyCal-D,1358.196 mg+600 mg+400 IU,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin D3,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
7552,Fizyth,500 mg,Azithromycin Dihydrate,Peoples Pharma Ltd.,Unit Price : ৳ 30.00
7553,Fizz-CI,,Carbonyl Iron + Folic Acid + Zinc Sulfate + Vitamin B Complex + Vitamin C,The White Horse Pharma,Unit Price : ৳ 3.50
7554,Fizz-TR,150 mg+0.5 mg+61.8 mg,Ferrous Sulfate + Folic Acid + Zinc Sulfate,The White Horse Pharma,Unit Price : ৳ 3.00
7555,Flac,500 mg,Flucloxacillin Sodium,Bristol Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
7556,Flac,500 mg,Flucloxacillin Sodium,Bristol Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
7557,Flac,250 mg,Flucloxacillin Sodium,Bristol Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
7558,Flacol,40 mg,Simethicone,Square Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
7559,Flacol,67 mg/ml,Simethicone,Square Pharmaceuticals Ltd.,15 ml drop : ৳ 35.11
7560,Flacort,6 mg,Deflazacort,Aristopharma Ltd.,Unit Price : ৳ 8.00
7561,Flacort,6 mg/5 ml,Deflazacort,Aristopharma Ltd.,60 ml bottle : ৳ 200.00
7562,Flacort,24 mg,Deflazacort,Aristopharma Ltd.,Unit Price : ৳ 30.00
7563,Flagyl,200 mg/5 ml,Metronidazole,Sanofi Bangladesh Ltd.,60 ml bottle : ৳ 29.89
7564,Flagyl,200 mg,Metronidazole,Sanofi Bangladesh Ltd.,Unit Price : ৳ 0.67
7565,Flagyl,400 mg,Metronidazole,Sanofi Bangladesh Ltd.,Unit Price : ৳ 1.58
7566,Flam,400 mg,Ibuprofen,Skylab Pharmaceuticals Ltd.,Unit Price : ৳ 1.40
7567,Flamex,200 mg,Ibuprofen,ACI Limited,Unit Price : ৳ 0.88
7568,Flamex,400 mg,Ibuprofen,ACI Limited,Unit Price : ৳ 1.43
7569,Flamex,100 mg/5 ml,Ibuprofen,ACI Limited,100 ml bottle : ৳ 33.81
7570,Flamic,250 mg,Mefenamic acid,Globe Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
7571,Flamic,500 mg,Mefenamic acid,Globe Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
7572,Flamic,50 mg/5 ml,Mefenamic acid,Globe Pharmaceuticals Ltd.,60 ml bottle : ৳ 40.00
7573,Flamitrol,0.10%,Dexamethasone Sodium Phosphate (E/E),Gaco Pharmaceuticals Ltd.,5 ml drop : ৳ 100.30
7574,Flamyd,0.75%,Metronidazole,Incepta Pharmaceuticals Ltd.,30 gm tube : ৳ 50.00
7575,Flamyd,500 mg,Metronidazole,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 1.92
7576,Flamyd,200 mg/5 ml,Metronidazole,Incepta Pharmaceuticals Ltd.,60 ml bottle : ৳ 29.50
7577,Flamyd,500 mg/100 ml,Metronidazole,Incepta Pharmaceuticals Ltd.,100 ml bottle : ৳ 53.40
7578,Flamyd,250 mg,Metronidazole,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 1.05
7579,Flamzin,1%,Silver Sulfadiazine,Cosmic Pharma Ltd.,25 gm tube : ৳ 26.00
7580,Flatameal DS,(200 mg+400 mg+30 mg)/5 ml,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Beximco Pharmaceuticals Ltd.,200 ml bottle : ৳ 75.00
7581,Flatulex,67 mg/ml,Simethicone,Opsonin Pharma Ltd.,15 ml drop : ৳ 35.11
7582,Flatunil,67 mg/ml,Simethicone,ACME Laboratories Ltd.,15 ml drop : ৳ 35.00
7583,Flatus,67 mg/ml,Simethicone,Kumudini Pharma Ltd.,15 ml drop : ৳ 30.00
7584,Flavit,,Vitamin B complex,Amico Laboratories Ltd.,Unit Price : ৳ 0.44
7585,Flavit-M,,Multivitamin & Multimineral,Amico Laboratories Ltd.,Unit Price : ৳ 1.50
7586,Flavona,50 mg,Fluconazole,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 7.00
7587,Flavox,100 mg,Flavoxate Hydrochloride,Somatec Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
7588,Flavox,200 mg,Flavoxate Hydrochloride,Somatec Pharmaceuticals Ltd.,Unit Price : ৳ 18.00
7589,Fleco,100 mg,Aceclofenac,Ad-din Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
7590,Flegnil,125 mg/5 ml,Carbocisteine,Orion Pharma Ltd.,100 ml bottle : ৳ 30.11
7591,Flegnil DS,250 mg/5 ml,Carbocisteine,Orion Pharma Ltd.,100 ml bottle : ৳ 40.15
7592,Flemo,40 mg,Undenatured Collagen II,Square Pharmaceuticals Ltd.,Unit Price : ৳ 20.00
7593,Flexi,100 mg,Aceclofenac,Square Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
7594,Flexi SR,200 mg,Aceclofenac,Square Pharmaceuticals Ltd.,Unit Price : ৳ 7.02
7595,Flexibac,10 mg,Baclofen,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
7596,Flexibac,25 mg,Baclofen,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 20.06
7597,Flexibac,5 mg,Baclofen,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 5.50
7598,Flexibac,5 mg/5 ml,Baclofen,Beacon Pharmaceuticals Ltd.,100 ml bottle : ৳ 100.00
7599,Flexidol,100 mg,Aceclofenac,Social Marketing Company,Unit Price : ৳ 3.00
7600,Flexifen,5 mg,Baclofen,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 4.50
7601,Flexifen,25 mg,Baclofen,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 16.00
7602,Flexifen,10 mg,Baclofen,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
7603,Flexilax,5 mg,Baclofen,Square Pharmaceuticals Ltd.,Unit Price : ৳ 5.50
7604,Flexilax,10 mg,Baclofen,Square Pharmaceuticals Ltd.,Unit Price : ৳ 9.00
7605,Fleximoov,30%+8%,Methyl Salicylate + Menthol,Healthcare Pharmaceuticals Ltd.,20 gm tube : ৳ 60.00
7606,Fleximoov,15%+10%,Methyl Salicylate + Menthol,Healthcare Pharmaceuticals Ltd.,20 gm tube : ৳ 48.00
7607,Flexiril,10 mg,Baclofen,Everest Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
7608,Flexiril,5 mg,Baclofen,Everest Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
7609,Flexivan,100 mg,Aceclofenac,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 4.01
7610,Flexivan ER,200 mg,Aceclofenac,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 6.02
7611,Flexor,5 mg,Cyclobenzaprine Hydrochloride,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
7612,Flexor,10 mg,Cyclobenzaprine Hydrochloride,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
7613,Flindof,200 mg,Doxophylline,Square Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
7614,Flindof,400 mg,Doxophylline,Square Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
7615,Flintex,15 mg/5 ml,Ambroxol Hydrochloride,Oyster Pharmaceuticals Ltd.,100 ml bottle : ৳ 28.00
7616,Flixocort,250 mcg/metered dose,Fluticasone Propionate (Inhaler),Healthcare Pharmaceuticals Ltd.,120 metered dose : ৳ 500.00
7617,Flixocort,125 mcg/metered dose,Fluticasone Propionate (Inhaler),Healthcare Pharmaceuticals Ltd.,120 metered dose : ৳ 350.00
7618,Flixonase,50 mcg/spray,Fluticasone Propionate (Nasal Spray),GlaxoSmithKline,120 metered sprays : ৳ 275.00
7619,Flocet,200 mg,Ofloxacin (Oral & Injection),Opsonin Pharma Ltd.,Unit Price : ৳ 12.05
7620,Flocet,200 mg/100 ml,Ofloxacin (Oral & Injection),Opsonin Pharma Ltd.,100 ml vial : ৳ 120.37
7621,Flocet,400 mg,Ofloxacin (Oral & Injection),Opsonin Pharma Ltd.,Unit Price : ৳ 22.08
7622,Flocip,500 mg,Ciprofloxacin,Amulet Pharmaceuticals Ltd.,Unit Price : ৳ 14.05
7623,Flocip,250 mg/5 ml,Ciprofloxacin,Amulet Pharmaceuticals Ltd.,60 ml bottle : ৳ 100.30
7624,Flogem,320 mg,Gemifloxacin,Opsonin Pharma Ltd.,Unit Price : ৳ 65.25
7625,Flomont,10 mg,Montelukast Sodium,Nipa Pharmaceuticals Ltd.,Unit Price : ৳ 12.00
7626,Flomox,0.50%,Moxifloxacin Hydrochloride (Ophthalmic),Opso Saline Ltd.,5 ml drop : ৳ 130.00
7627,Flomox D,0.5%+0.1%,Moxifloxacin Hydrochloride + Dexamethasone,Opso Saline Ltd.,5 ml drop : ৳ 200.00
7628,Flomox XG,0.5%+0.4%,Moxifloxacin Hydrochloride + Xanthan Gum,Opso Saline Ltd.,5 ml drop : ৳ 150.00
7629,Flomyst F,(125 mcg+5 mcg)/puff,Fluticasone Propionate + Formoterol Fumarate,Beximco Pharmaceuticals Ltd.,120 metered doses : ৳ 625.00
7630,Flomyst F,(250 mcg+10 mcg)/puff,Fluticasone Propionate + Formoterol Fumarate,Beximco Pharmaceuticals Ltd.,120 metered doses : ৳ 895.00
7631,Flomyst F,(50 mcg+5 mcg)/puff,Fluticasone Propionate + Formoterol Fumarate,Beximco Pharmaceuticals Ltd.,120 metered doses : ৳ 570.00
7632,Flonasin,(137 mcg+50 mcg)/spray,Azelastine Hydrochloride + Fluticasone Propionate,Square Pharmaceuticals Ltd.,120 metered sprays : ৳ 320.00
7633,Flonaspray,50 mcg/spray,Fluticasone Propionate (Nasal Spray),Square Pharmaceuticals Ltd.,120 metered sprays : ৳ 251.50
7634,Flonor,0.4 mg,Tamsulosin Hydrochloride,Novo Healthcare and Pharma Ltd.,Unit Price : ৳ 10.03
7635,Flontin,250 mg,Ciprofloxacin,Renata Limited,Unit Price : ৳ 8.53
7636,Flontin,750 mg,Ciprofloxacin,Renata Limited,Unit Price : ৳ 18.06
7637,Flontin,500 mg,Ciprofloxacin,Renata Limited,Unit Price : ৳ 15.00
7638,Flontin,250 mg/5 ml,Ciprofloxacin,Renata Limited,60 ml bottle : ৳ 100.00
7639,Flontin,200 mg/100 ml,Ciprofloxacin,Renata Limited,100 ml bottle : ৳ 145.54
7640,Florazol,200 mg/5 ml,Metronidazole,NIPRO JMI Pharma Ltd.,60 ml bottle : ৳ 24.94
7641,Florazol,400 mg,Metronidazole,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 1.14
7642,Florest,50 mg,Fluvoxamine Maleate,Everest Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
7643,Florium,10 mg,Flunarizine,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
7644,Florium,5 mg,Flunarizine,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 3.50
7645,Florixe,5% w/w,Permethrin,Cosmic Pharma Ltd.,30 gm tube : ৳ 41.17
7646,Floriz,1000 mcg,Biotin,Radiant Pharmaceuticals Ltd.,Unit Price : ৳ 20.00
7647,Florobex,0.60%,Besifloxacin,Ibn Sina Pharmaceuticals Ltd.,5 ml drop : ৳ 350.00
7648,Florocin,250 mg/5 ml,Ciprofloxacin,NIPRO JMI Pharma Ltd.,60 ml bottle : ৳ 100.00
7649,Florocin,500 mg,Ciprofloxacin,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 12.09
7650,Floromox,0.50%,Moxifloxacin Hydrochloride (Ophthalmic),Ibn Sina Pharmaceuticals Ltd.,5 ml drop : ৳ 100.00
7651,Floromox,400 mg,Moxifloxacin Hydrochloride (Tablet),Ibn Sina Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
7652,Floromox-D,0.5%+0.1%,Moxifloxacin Hydrochloride + Dexamethasone,Ibn Sina Pharmaceuticals Ltd.,5 ml drop : ৳ 200.00
7653,Flostat,40 mg,Febuxostat,Innova Pharma (Albion),Unit Price : ৳ 14.17
7654,Flovix,0.50%,Levofloxacin (Ophthalmic),Opso Saline Ltd.,5 ml drop : ৳ 90.00
7655,Flovix TS,1.50%,Levofloxacin (Ophthalmic),Opso Saline Ltd.,5 ml drop : ৳ 130.00
7656,Flovo,500 mg,Levofloxacin Hemihydrate,Decent Pharma Laboratories Ltd.,Unit Price : ৳ 15.00
7657,Flowrap,4 mg,Silodosin,Healthcare Pharmaceuticals Ltd.,Unit Price : ৳ 12.00
7658,Flowrap,8 mg,Silodosin,Healthcare Pharmaceuticals Ltd.,Unit Price : ৳ 24.00
7659,Flox,125 mg/5 ml,Flucloxacillin Sodium,Hallmark Pharmaceuticals Ltd.,100 ml bottle : ৳ 60.40
7660,Flox,250 mg,Flucloxacillin Sodium,Hallmark Pharmaceuticals Ltd.,Unit Price : ৳ 5.54
7661,Flox,500 mg,Flucloxacillin Sodium,Hallmark Pharmaceuticals Ltd.,Unit Price : ৳ 10.43
7662,Floxabid,200 mg/100 ml,Ciprofloxacin,ACI Limited,100 ml bottle : ৳ 146.44
7663,Floxabid,500 mg,Ciprofloxacin,ACI Limited,Unit Price : ৳ 15.05
7664,Floxabid,250 mg,Ciprofloxacin,ACI Limited,Unit Price : ৳ 8.56
7665,Floxabid,0.30%,Ciprofloxacin (Ophthalmic),ACI Limited,5 ml drop : ৳ 40.12
7666,Floxabid,750 mg,Ciprofloxacin,ACI Limited,Unit Price : ৳ 18.12
7667,Floxabid DS,250 mg/5 ml,Ciprofloxacin,ACI Limited,60 ml bottle : ৳ 100.30
7668,Floxacin,0.30%,Ciprofloxacin (Ophthalmic),Navana Pharmaceuticals Ltd.,5 ml drop : ৳ 40.00
7669,Floxacin,250 mg,Ciprofloxacin,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 7.02
7670,Floxacin,250 mg/5 ml,Ciprofloxacin,Navana Pharmaceuticals Ltd.,60 ml bottle : ৳ 95.00
7671,Floxacin,500 mg,Ciprofloxacin,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 14.00
7672,Floxalone,400 mg,Moxifloxacin Hydrochloride (Tablet),Drug International Ltd.,Unit Price : ৳ 35.00
7673,Floxalone,0.50%,Moxifloxacin Hydrochloride (Ophthalmic),Drug International Ltd.,5 ml drop : ৳ 80.00
7674,Floxalone DS,0.5%+0.1%,Moxifloxacin Hydrochloride + Dexamethasone,Drug International Ltd.,5 ml drop : ৳ 200.00
7675,Floxapen,125 mg/5 ml,Flucloxacillin Sodium,General Pharmaceuticals Ltd.,100 ml bottle : ৳ 61.40
7676,Floxapen,250 mg,Flucloxacillin Sodium,General Pharmaceuticals Ltd.,Unit Price : ৳ 5.78
7677,Floxapen,500 mg,Flucloxacillin Sodium,General Pharmaceuticals Ltd.,Unit Price : ৳ 10.57
7678,Floxason,125 mg/5 ml,Flucloxacillin Sodium,Hudson Pharmaceuticals Ltd.,100 ml bottle : ৳ 60.00
7679,Floxason,250 mg,Flucloxacillin Sodium,Hudson Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
7680,Floxason-DS,500 mg,Flucloxacillin Sodium,Hudson Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
7681,Floximox,0.50%,Moxifloxacin Hydrochloride (Ophthalmic),Asiatic Laboratories Ltd.,5 ml drop : ৳ 100.00
7682,Floxin,500 mg,Ciprofloxacin,Pharmadesh Laboratories Ltd.,Unit Price : ৳ 12.00
7683,Floxin,250 mg,Ciprofloxacin,Pharmadesh Laboratories Ltd.,Unit Price : ৳ 5.00
7684,Floxin DS,250 mg/5 ml,Ciprofloxacin,Pharmadesh Laboratories Ltd.,60 ml bottle : ৳ 90.00
7685,Floxipar,200 mg,Sparfloxacin,ACME Laboratories Ltd.,Unit Price : ৳ 15.61
7686,Floxy,500 mg,Ciprofloxacin,Team Pharmaceuticals Ltd.,Unit Price : ৳ 14.00
7687,Flu-K,500 mg,Flucloxacillin Sodium,Kemiko Pharmaceuticals Ltd.,Unit Price : ৳ 10.53
7688,Flu-K,250 mg,Flucloxacillin Sodium,Kemiko Pharmaceuticals Ltd.,Unit Price : ৳ 6.65
7689,Flu-K,125 mg/5 ml,Flucloxacillin Sodium,Kemiko Pharmaceuticals Ltd.,100 ml bottle : ৳ 60.00
7690,Fluact,50 mg,Fluconazole,Leon Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
7691,Fluact,50 mg/5 ml,Fluconazole,Leon Pharmaceuticals Ltd.,35 ml bottle : ৳ 77.97
7692,Fluact,150 mg,Fluconazole,Leon Pharmaceuticals Ltd.,Unit Price : ৳ 21.99
7693,Fluanxol,40 mg/2 ml,Flupentixol,Lundbeck Pharmaceuticals Ltd.,2 ml ampoule : ৳ 576.92
7694,Fluanxol,1 mg,Flupentixol,Lundbeck Pharmaceuticals Ltd.,Unit Price : ৳ 15.84
7695,Fluanxol,20 mg/ml,Flupentixol,Lundbeck Pharmaceuticals Ltd.,1 ml ampoule : ৳ 304.55
7696,Fluanxol,0.5 mg,Flupentixol,Lundbeck Pharmaceuticals Ltd.,Unit Price : ৳ 9.81
7697,Fluarix,0.5 ml/prefilled syringe,Inactivated Influenza Vaccine,GlaxoSmithKline,0.5 ml pre-filled syringe : ৳ 364.00
7698,Flubac,125 mg/5 ml,Flucloxacillin Sodium,Popular Pharmaceuticals Ltd.,100 ml bottle : ৳ 61.23
7699,Flubac,500 mg,Flucloxacillin Sodium,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 10.04
7700,Flubac,250 mg,Flucloxacillin Sodium,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 5.77
7701,Flubac DS,250 mg/5 ml,Flucloxacillin Sodium,Popular Pharmaceuticals Ltd.,100 ml bottle : ৳ 110.42
7702,Flubest,150 mg,Fluconazole,Jayson Pharmaceuticals Ltd.,Unit Price : ৳ 22.07
7703,Flubest,50 mg,Fluconazole,Jayson Pharmaceuticals Ltd.,Unit Price : ৳ 8.02
7704,Flubest,50 mg/5 ml,Fluconazole,Jayson Pharmaceuticals Ltd.,35 ml bottle : ৳ 78.23
7705,Flubex,250 mg,Flucloxacillin Sodium,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 5.50
7706,Flubex,250 mg,Flucloxacillin Sodium,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 5.50
7707,Flubex,500 mg,Flucloxacillin Sodium,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 10.50
7708,Flubex DS,250 mg/5 ml,Flucloxacillin Sodium,Beximco Pharmaceuticals Ltd.,100 ml bottle : ৳ 110.00
7709,Flubion,500 mg,Flucloxacillin Sodium,Guardian Healthcare Ltd.,Unit Price : ৳ 10.50
7710,Flubiotic,125 mg/5 ml,Flucloxacillin Sodium,Navana Pharmaceuticals Ltd.,100 ml bottle : ৳ 60.40
7711,Flubiotic,500 mg,Flucloxacillin Sodium,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 10.06
7712,Flubiotic,250 mg,Flucloxacillin Sodium,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 5.55
